Rank,Player,Deck,Wins,Losses,Card,Count,Main/Side
166,Alex Rubio,Sultai Ultimatum,2,3,Fabled Passage,4,Main
166,Alex Rubio,Sultai Ultimatum,2,3,Jwari Disruption,2,Main
166,Alex Rubio,Sultai Ultimatum,2,3,Eliminate,2,Main
166,Alex Rubio,Sultai Ultimatum,2,3,Wolfwillow Haven,3,Main
166,Alex Rubio,Sultai Ultimatum,2,3,Negate,2,Main
166,Alex Rubio,Sultai Ultimatum,2,3,"Yorion, Sky Nomad",1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Duress,3,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Mystical Dispute,2,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,"Koma, Cosmos Serpent",1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Negate,2,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Shadows' Verdict,1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Elder Gargaroth,1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,"Polukranos, Unchained",1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Chainweb Aracnir,1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Disdainful Stroke,1,Sideboard
166,Alex Rubio,Sultai Ultimatum,2,3,Eliminate,1,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,Edgewall Innkeeper,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Snow-Covered Mountain,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Snow-Covered Forest,8,Main
167,Kmboggemes,Gruul Adventures,2,3,Scavenging Ooze,2,Main
167,Kmboggemes,Gruul Adventures,2,3,Brushfire Elemental,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Shatterskull Smashing,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Bonecrusher Giant,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Lovestruck Beast,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Kazandu Mammoth,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Questing Beast,2,Main
167,Kmboggemes,Gruul Adventures,2,3,Embercleave,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Cragcrown Pathway,4,Main
167,Kmboggemes,Gruul Adventures,2,3,Fabled Passage,4,Main
167,Kmboggemes,Gruul Adventures,2,3,The Great Henge,2,Main
167,Kmboggemes,Gruul Adventures,2,3,The Akroan War,2,Main
167,Kmboggemes,Gruul Adventures,2,3,Arni Brokenbrow,2,Main
167,Kmboggemes,Gruul Adventures,2,3,Fire Prophecy,2,Main
167,Kmboggemes,Gruul Adventures,2,3,Wilt,2,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,Soul Sear,3,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,Ox of Agonas,1,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,Fire Prophecy,1,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,"Klothys, God of Destiny",2,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,"Vivien, Monsters' Advocate",2,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,"Garruk, Unleashed",2,Sideboard
167,Kmboggemes,Gruul Adventures,2,3,Frost Bite,2,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Needleverge Pathway,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Lovestruck Beast,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Sejiri Shelter,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Unleash Fury,3,Main
168,Sintaro Takakura,Naya Fury,2,3,Plains,1,Main
168,Sintaro Takakura,Naya Fury,2,3,Fabled Passage,3,Main
168,Sintaro Takakura,Naya Fury,2,3,Bonecrusher Giant,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Mountain,2,Main
168,Sintaro Takakura,Naya Fury,2,3,Kazuul's Fury,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Showdown of the Skalds,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Giant Killer,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Forest,2,Main
168,Sintaro Takakura,Naya Fury,2,3,Goldspan Dragon,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Edgewall Innkeeper,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Cragcrown Pathway,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Branchloft Pathway,4,Main
168,Sintaro Takakura,Naya Fury,2,3,Shepherd of the Flock,3,Main
168,Sintaro Takakura,Naya Fury,2,3,The Akroan War,2,Main
168,Sintaro Takakura,Naya Fury,2,3,Archon of Absolution,3,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Fire Prophecy,4,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Ox of Agonas,3,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Redcap Melee,1,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Embereth Shieldbreaker,2,Sideboard
168,Sintaro Takakura,Naya Fury,2,3,Roiling Vortex,2,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,"Anax, Hardened in the Forge",4,Main
169,Eugene K,Mono-Red Aggro,2,3,Bonecrusher Giant,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Faceless Haven,4,Main
169,Eugene K,Mono-Red Aggro,2,3,"Torbran, Thane of Red Fell",2,Main
169,Eugene K,Mono-Red Aggro,2,3, Snow-Covered Mountain,17,Main
169,Eugene K,Mono-Red Aggro,2,3,Shatterskull Smashing,3,Main
169,Eugene K,Mono-Red Aggro,2,3,Robber of the Rich,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Rimrock Knight,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Goldspan Dragon,2,Main
169,Eugene K,Mono-Red Aggro,2,3,Frost Bite,3,Main
169,Eugene K,Mono-Red Aggro,2,3,Fireblade Charger,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Fervent Champion,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Embercleave,4,Main
169,Eugene K,Mono-Red Aggro,2,3,Castle Embereth,1,Main
169,Eugene K,Mono-Red Aggro,2,3,Frost Bite,1,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,Roiling Vortex,3,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,Soul Sear,2,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,Embereth Shieldbreaker,2,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,The Akroan War,2,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,Redcap Melee,2,Sideboard
169,Eugene K,Mono-Red Aggro,2,3,Ox of Agonas,3,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,Arni Brokenbrow,2,Main
170,Jason Reid,Mono-Red Aggro,2,3,Frost Bite,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Bonecrusher Giant,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Fireblade Charger,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,"Anax, Hardened in the Forge",4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Robber of the Rich,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Rimrock Knight,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Fervent Champion,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,Embercleave,4,Main
170,Jason Reid,Mono-Red Aggro,2,3,"Torbran, Thane of Red Fell",2,Main
170,Jason Reid,Mono-Red Aggro,2,3,Castle Embereth,2,Main
170,Jason Reid,Mono-Red Aggro,2,3,Faceless Haven,4,Main
170,Jason Reid,Mono-Red Aggro,2,3, Snow-Covered Mountain,18,Main
170,Jason Reid,Mono-Red Aggro,2,3,Embereth Paladin,2,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,The Akroan War,2,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,Claim the Firstborn,4,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,Roiling Vortex,3,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,Phoenix of Ash,3,Sideboard
170,Jason Reid,Mono-Red Aggro,2,3,Ox of Agonas,1,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,"Valki, God of Lies",1,Main
171,Andrew Jessup,Dimir Rogues,2,2,Merfolk Windrobber,3,Main
171,Andrew Jessup,Dimir Rogues,2,2,Thieves' Guild Enforcer,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Soaring Thought-Thief,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Ruin Crab,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Into the Story,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Heartless Act,3,Main
171,Andrew Jessup,Dimir Rogues,2,2,Drown in the Loch,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Didn't Say Please,1,Main
171,Andrew Jessup,Dimir Rogues,2,2,Temple of Deceit,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Clearwater Pathway,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Zagoth Triome,2,Main
171,Andrew Jessup,Dimir Rogues,2,2,Blightstep Pathway,1,Main
171,Andrew Jessup,Dimir Rogues,2,2,Riverglide Pathway,1,Main
171,Andrew Jessup,Dimir Rogues,2,2,Island,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Swamp,3,Main
171,Andrew Jessup,Dimir Rogues,2,2,Fabled Passage,4,Main
171,Andrew Jessup,Dimir Rogues,2,2,Of One Mind,2,Main
171,Andrew Jessup,Dimir Rogues,2,2,Bloodchief's Thirst,2,Main
171,Andrew Jessup,Dimir Rogues,2,2,Agadeem's Awakening,2,Main
171,Andrew Jessup,Dimir Rogues,2,2,Lullmage's Domination,2,Main
171,Andrew Jessup,Dimir Rogues,2,2,Essence Scatter,1,Main
171,Andrew Jessup,Dimir Rogues,2,2,Lurrus of the Dream-Den,1,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Skyclave Shade,3,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Mystical Dispute,3,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Disdainful Stroke,2,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Crippling Fear,3,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Bloodchief's Thirst,1,Sideboard
171,Andrew Jessup,Dimir Rogues,2,2,Cling to Dust,2,Sideboard
172,Nam Dang,Gruul Adventures,2,2,Arni Brokenbrow,2,Main
172,Nam Dang,Gruul Adventures,2,2,Questing Beast,3,Main
172,Nam Dang,Gruul Adventures,2,2,Bonecrusher Giant,4,Main
172,Nam Dang,Gruul Adventures,2,2,Brushfire Elemental,4,Main
172,Nam Dang,Gruul Adventures,2,2,Edgewall Innkeeper,4,Main
172,Nam Dang,Gruul Adventures,2,2,Kazandu Mammoth,4,Main
172,Nam Dang,Gruul Adventures,2,2,Lovestruck Beast,4,Main
172,Nam Dang,Gruul Adventures,2,2,Fire Prophecy,2,Main
172,Nam Dang,Gruul Adventures,2,2,Shatterskull Smashing,4,Main
172,Nam Dang,Gruul Adventures,2,2,The Akroan War,1,Main
172,Nam Dang,Gruul Adventures,2,2,The Great Henge,2,Main
172,Nam Dang,Gruul Adventures,2,2,Embercleave,4,Main
172,Nam Dang,Gruul Adventures,2,2,Forest,8,Main
172,Nam Dang,Gruul Adventures,2,2,Mountain,4,Main
172,Nam Dang,Gruul Adventures,2,2,Cragcrown Pathway,4,Main
172,Nam Dang,Gruul Adventures,2,2,Fabled Passage,4,Main
172,Nam Dang,Gruul Adventures,2,2,Scavenging Ooze,2,Main
172,Nam Dang,Gruul Adventures,2,2,Wilt,2,Sideboard
172,Nam Dang,Gruul Adventures,2,2,Soul Sear,3,Sideboard
172,Nam Dang,Gruul Adventures,2,2,Ox of Agonas,1,Sideboard
172,Nam Dang,Gruul Adventures,2,2,Fire Prophecy,1,Sideboard
172,Nam Dang,Gruul Adventures,2,2,The Akroan War,1,Sideboard
172,Nam Dang,Gruul Adventures,2,2,"Klothys, God of Destiny",3,Sideboard
172,Nam Dang,Gruul Adventures,2,2,"Garruk, Unleashed",1,Sideboard
172,Nam Dang,Gruul Adventures,2,2,Scorching Dragonfire,1,Sideboard
172,Nam Dang,Gruul Adventures,2,2,"Vivien, Monsters' Advocate",2,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Giant Killer,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Shepherd of the Flock,3,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Bonecrusher Giant,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Edgewall Innkeeper,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Lovestruck Beast,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Unleash Fury,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Fabled Passage,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Sejiri Shelter,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Kazuul's Fury,3,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Branchloft Pathway,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Cragcrown Pathway,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Needleverge Pathway,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Goldspan Dragon,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Showdown of the Skalds,4,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Plains,2,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Forest,1,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Mountain,2,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Shatterskull Smashing,1,Main
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Archon of Absolution,3,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Redcap Melee,3,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Ox of Agonas,3,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Scorching Dragonfire,2,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Roiling Vortex,2,Sideboard
173,Tristan Wylde-LaRue,Gruul Adventures,2,2,Glass Casket,2,Sideboard
174,richard,Gruul Adventures,2,2,Forest,8,Main
174,richard,Gruul Adventures,2,2,Lovestruck Beast,4,Main
174,richard,Gruul Adventures,2,2,Questing Beast,2,Main
174,richard,Gruul Adventures,2,2,Embercleave,4,Main
174,richard,Gruul Adventures,2,2,Edgewall Innkeeper,4,Main
174,richard,Gruul Adventures,2,2,Bonecrusher Giant,4,Main
174,richard,Gruul Adventures,2,2,The Great Henge,1,Main
174,richard,Gruul Adventures,2,2,Mountain,5,Main
174,richard,Gruul Adventures,2,2,Fabled Passage,4,Main
174,richard,Gruul Adventures,2,2,Cragcrown Pathway,4,Main
174,richard,Gruul Adventures,2,2,Brushfire Elemental,4,Main
174,richard,Gruul Adventures,2,2,Shatterskull Smashing,4,Main
174,richard,Gruul Adventures,2,2,Kazandu Mammoth,4,Main
174,richard,Gruul Adventures,2,2,Goldspan Dragon,4,Main
174,richard,Gruul Adventures,2,2,Scavenging Ooze,2,Main
174,richard,Gruul Adventures,2,2,Snakeskin Veil,2,Main
174,richard,Gruul Adventures,2,2,Ox of Agonas,2,Sideboard
174,richard,Gruul Adventures,2,2,Wilt,3,Sideboard
174,richard,Gruul Adventures,2,2,Scorching Dragonfire,4,Sideboard
174,richard,Gruul Adventures,2,2,"Klothys, God of Destiny",2,Sideboard
174,richard,Gruul Adventures,2,2,Soul Sear,3,Sideboard
174,richard,Gruul Adventures,2,2,The Great Henge,1,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Bonecrusher Giant,4,Main
175,Theo Moutier,Boros Aggro,2,2,Embercleave,1,Main
175,Theo Moutier,Boros Aggro,2,2,Fabled Passage,4,Main
175,Theo Moutier,Boros Aggro,2,2,Luminarch Aspirant,4,Main
175,Theo Moutier,Boros Aggro,2,2,Needleverge Pathway,4,Main
175,Theo Moutier,Boros Aggro,2,2,"Reidane, God of the Worthy",3,Main
175,Theo Moutier,Boros Aggro,2,2,Seasoned Hallowblade,4,Main
175,Theo Moutier,Boros Aggro,2,2,Selfless Savior,4,Main
175,Theo Moutier,Boros Aggro,2,2,Shepherd of the Flock,3,Main
175,Theo Moutier,Boros Aggro,2,2,Showdown of the Skalds,4,Main
175,Theo Moutier,Boros Aggro,2,2,Giant Killer,2,Main
175,Theo Moutier,Boros Aggro,2,2, Snow-Covered Plains,11,Main
175,Theo Moutier,Boros Aggro,2,2,Snow-Covered Mountain,5,Main
175,Theo Moutier,Boros Aggro,2,2,Usher of the Fallen,4,Main
175,Theo Moutier,Boros Aggro,2,2,Skyclave Apparition,3,Main
175,Theo Moutier,Boros Aggro,2,2,Frost Bite,3,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Giant Killer,2,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Glass Casket,2,Sideboard
175,Theo Moutier,Boros Aggro,2,2,"Reidane, God of the Worthy",1,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Skyclave Apparition,1,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Baneslayer Angel,2,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Roiling Vortex,2,Sideboard
175,Theo Moutier,Boros Aggro,2,2,Funeral Longboat,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Fervent Champion,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Castle Embereth,2,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Fireblade Charger,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Frost Bite,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Rimrock Knight,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Robber of the Rich,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Bonecrusher Giant,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,"Anax, Hardened in the Forge",4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,"Torbran, Thane of Red Fell",2,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Arni Brokenbrow,2,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Embercleave,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2, Snow-Covered Mountain,18,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Faceless Haven,4,Main
176,Anna Wegener,Mono-Red Aggro,2,2,Scorching Dragonfire,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Roiling Vortex,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Ox of Agonas,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Soul-Guide Lantern,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,The Akroan War,2,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Claim the Firstborn,3,Sideboard
176,Anna Wegener,Mono-Red Aggro,2,2,Shredded Sails,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,"Halvar, God of Battle",3,Main
177,Luke Flynn,Mono-White Aggro,2,2,Alseid of Life's Bounty,3,Main
177,Luke Flynn,Mono-White Aggro,2,2,Giant Killer,2,Main
177,Luke Flynn,Mono-White Aggro,2,2,Luminarch Aspirant,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Lurrus of the Dream-Den,2,Main
177,Luke Flynn,Mono-White Aggro,2,2,Seasoned Hallowblade,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Selfless Savior,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Skyclave Apparition,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Maul of the Skyclaves,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Usher of the Fallen,3,Main
177,Luke Flynn,Mono-White Aggro,2,2,Sentinel's Eyes,2,Main
177,Luke Flynn,Mono-White Aggro,2,2,Faceless Haven,4,Main
177,Luke Flynn,Mono-White Aggro,2,2,Castle Ardenvale,2,Main
177,Luke Flynn,Mono-White Aggro,2,2, Snow-Covered Plains,17,Main
177,Luke Flynn,Mono-White Aggro,2,2,Glass Casket,2,Main
177,Luke Flynn,Mono-White Aggro,2,2,Drannith Magistrate,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,Giant Killer,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,Glass Casket,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,Soul-Guide Lantern,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,"Reidane, God of the Worthy",3,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,Glorious Protector,2,Sideboard
177,Luke Flynn,Mono-White Aggro,2,2,Baneslayer Angel,2,Sideboard
178,atelier,Dimir Control,2,2,Mystical Dispute,1,Main
178,atelier,Dimir Control,2,2,Mazemind Tome,4,Main
178,atelier,Dimir Control,2,2,Cling to Dust,2,Main
178,atelier,Dimir Control,2,2,Heartless Act,4,Main
178,atelier,Dimir Control,2,2,Jwari Disruption,4,Main
178,atelier,Dimir Control,2,2,Bloodchief's Thirst,4,Main
178,atelier,Dimir Control,2,2,Extinction Event,4,Main
178,atelier,Dimir Control,2,2,Omen of the Sea,4,Main
178,atelier,Dimir Control,2,2,"Ashiok, Nightmare Muse",2,Main
178,atelier,Dimir Control,2,2,"Ugin, the Spirit Dragon",2,Main
178,atelier,Dimir Control,2,2,Zagoth Triome,4,Main
178,atelier,Dimir Control,2,2,Temple of Deceit,4,Main
178,atelier,Dimir Control,2,2,Fabled Passage,4,Main
178,atelier,Dimir Control,2,2,Crawling Barrens,3,Main
178,atelier,Dimir Control,2,2,Clearwater Pathway,4,Main
178,atelier,Dimir Control,2,2,Swamp,6,Main
178,atelier,Dimir Control,2,2,Island,4,Main
178,atelier,Dimir Control,2,2,Shark Typhoon,2,Main
178,atelier,Dimir Control,2,2,Lochmere Serpent,3,Main
178,atelier,Dimir Control,2,2,Castle Vantress,2,Main
178,atelier,Dimir Control,2,2,Hagra Mauling,3,Main
178,atelier,Dimir Control,2,2,Shadows' Verdict,2,Main
178,atelier,Dimir Control,2,2,Murderous Rider,2,Main
178,atelier,Dimir Control,2,2,Saw It Coming,2,Main
178,atelier,Dimir Control,2,2,Castle Locthwain,1,Main
178,atelier,Dimir Control,2,2,Drown in the Loch,1,Main
178,atelier,Dimir Control,2,2,"Teferi, Master of Time",1,Main
178,atelier,Dimir Control,2,2,Miscast,1,Main
178,atelier,Dimir Control,2,2,Soul Shatter,2,Sideboard
178,atelier,Dimir Control,2,2,"Ugin, the Spirit Dragon",1,Sideboard
178,atelier,Dimir Control,2,2,"Yorion, Sky Nomad",1,Sideboard
178,atelier,Dimir Control,2,2,Mystical Dispute,2,Sideboard
178,atelier,Dimir Control,2,2,Shark Typhoon,2,Sideboard
178,atelier,Dimir Control,2,2,Eliminate,2,Sideboard
178,atelier,Dimir Control,2,2,Erebos's Intervention,2,Sideboard
178,atelier,Dimir Control,2,2,Saw It Coming,2,Sideboard
178,atelier,Dimir Control,2,2,Duress,1,Sideboard
179,Lukas Twist,Naya Combo,2,2,Needleverge Pathway,4,Main
179,Lukas Twist,Naya Combo,2,2,Lovestruck Beast,4,Main
179,Lukas Twist,Naya Combo,2,2,Sejiri Shelter,2,Main
179,Lukas Twist,Naya Combo,2,2,Unleash Fury,4,Main
179,Lukas Twist,Naya Combo,2,2,Forest,1,Main
179,Lukas Twist,Naya Combo,2,2,Fabled Passage,2,Main
179,Lukas Twist,Naya Combo,2,2,Bonecrusher Giant,4,Main
179,Lukas Twist,Naya Combo,2,2,Mountain,2,Main
179,Lukas Twist,Naya Combo,2,2,Kazuul's Fury,4,Main
179,Lukas Twist,Naya Combo,2,2,Showdown of the Skalds,4,Main
179,Lukas Twist,Naya Combo,2,2,Giant Killer,4,Main
179,Lukas Twist,Naya Combo,2,2,Plains,2,Main
179,Lukas Twist,Naya Combo,2,2,Goldspan Dragon,4,Main
179,Lukas Twist,Naya Combo,2,2,Edgewall Innkeeper,4,Main
179,Lukas Twist,Naya Combo,2,2,Cragcrown Pathway,4,Main
179,Lukas Twist,Naya Combo,2,2,Branchloft Pathway,4,Main
179,Lukas Twist,Naya Combo,2,2,Shepherd of the Flock,2,Main
179,Lukas Twist,Naya Combo,2,2,Temple of Abandon,1,Main
179,Lukas Twist,Naya Combo,2,2,Temple of Triumph,1,Main
179,Lukas Twist,Naya Combo,2,2,Temple of Plenty,1,Main
179,Lukas Twist,Naya Combo,2,2,Fire Prophecy,2,Main
179,Lukas Twist,Naya Combo,2,2,Archon of Absolution,2,Sideboard
179,Lukas Twist,Naya Combo,2,2,Ox of Agonas,2,Sideboard
179,Lukas Twist,Naya Combo,2,2,Fire Prophecy,2,Sideboard
179,Lukas Twist,Naya Combo,2,2,The Akroan War,2,Sideboard
179,Lukas Twist,Naya Combo,2,2,Run Afoul,2,Sideboard
179,Lukas Twist,Naya Combo,2,2,"Reidane, God of the Worthy",2,Sideboard
179,Lukas Twist,Naya Combo,2,2,Chainweb Aracnir,1,Sideboard
179,Lukas Twist,Naya Combo,2,2,Drannith Magistrate,2,Sideboard
180,Tom Galstian,Naya Fury,2,2,Giant Killer,4,Main
180,Tom Galstian,Naya Fury,2,2,Shepherd of the Flock,3,Main
180,Tom Galstian,Naya Fury,2,2,Bonecrusher Giant,4,Main
180,Tom Galstian,Naya Fury,2,2,Edgewall Innkeeper,4,Main
180,Tom Galstian,Naya Fury,2,2,Lovestruck Beast,4,Main
180,Tom Galstian,Naya Fury,2,2,Unleash Fury,3,Main
180,Tom Galstian,Naya Fury,2,2,Fabled Passage,3,Main
180,Tom Galstian,Naya Fury,2,2,Sejiri Shelter,4,Main
180,Tom Galstian,Naya Fury,2,2,Kazuul's Fury,4,Main
180,Tom Galstian,Naya Fury,2,2,Branchloft Pathway,4,Main
180,Tom Galstian,Naya Fury,2,2,Cragcrown Pathway,4,Main
180,Tom Galstian,Naya Fury,2,2,Needleverge Pathway,4,Main
180,Tom Galstian,Naya Fury,2,2,Goldspan Dragon,4,Main
180,Tom Galstian,Naya Fury,2,2,Showdown of the Skalds,4,Main
180,Tom Galstian,Naya Fury,2,2,Plains,1,Main
180,Tom Galstian,Naya Fury,2,2,Mountain,2,Main
180,Tom Galstian,Naya Fury,2,2,Forest,2,Main
180,Tom Galstian,Naya Fury,2,2,The Akroan War,2,Main
180,Tom Galstian,Naya Fury,2,2,Archon of Absolution,3,Sideboard
180,Tom Galstian,Naya Fury,2,2,Redcap Melee,2,Sideboard
180,Tom Galstian,Naya Fury,2,2,Ox of Agonas,2,Sideboard
180,Tom Galstian,Naya Fury,2,2,Fire Prophecy,4,Sideboard
180,Tom Galstian,Naya Fury,2,2,Roiling Vortex,2,Sideboard
180,Tom Galstian,Naya Fury,2,2,Embereth Shieldbreaker,1,Sideboard
180,Tom Galstian,Naya Fury,2,2,Phoenix of Ash,1,Sideboard
181,Alfredo Barragan,Naya Fury,2,2,Giant Killer,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Shepherd of the Flock,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Bonecrusher Giant,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Edgewall Innkeeper,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Lovestruck Beast,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Unleash Fury,4,Main
181,Alfredo Barragan,Naya Fury,2,2,Fire Prophecy,1,Main
181,Alfredo Barragan,Naya Fury,2,2,Fabled Passage,3,Main
