Rank,Player,Deck,Record,Card,Count,Main/Side
50,Ari Lax,Gruul Adventures,5/3/2000,Fire Prophecy,2,Main
50,Ari Lax,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
50,Ari Lax,Gruul Adventures,5/3/2000,Snow-Covered Forest,8,Main
50,Ari Lax,Gruul Adventures,5/3/2000,Snow-Covered Mountain,4,Main
50,Ari Lax,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
50,Ari Lax,Gruul Adventures,5/3/2000,Soul Sear,3,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,Wilt,2,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,Frost Bite,2,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,"Garruk, Unleashed",2,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,"Vivien, Monsters' Advocate",2,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,Ox of Agonas,1,Sideboard
50,Ari Lax,Gruul Adventures,5/3/2000,Fire Prophecy,1,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Castle Embereth,2,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Embercleave,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Faceless Haven,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Fireblade Charger,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Frost Bite,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Goldspan Dragon,2,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Rimrock Knight,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,18,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Opportunistic Dragon,3,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Ox of Agonas,2,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Phoenix of Ash,2,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Scorching Dragonfire,2,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Roiling Vortex,2,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,The Akroan War,2,Sideboard
51,Daniel Dalesandro,Mono-Red Aggro,5/3/2000,Redcap Melee,2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Bonecrusher Giant,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,"Rankle, Master of Pranks",2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,"Korvold, Fae-Cursed King",2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,"Kroxa, Titan of Death's Hunger",2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Robber of the Rich,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,"Valki, God of Lies",3,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Woe Strider,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Claim the Firstborn,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Kazuul's Fury,2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Village Rites,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,The Akroan War,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Blightstep Pathway,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Cragcrown Pathway,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Darkbore Pathway,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Fabled Passage,4,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Forest,1,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Mountain,2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Swamp,3,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Temple of Malice,2,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Ox of Agonas,1,Main
52,oliver oguma,Jund Sacrifice,5/3/2000,Roiling Vortex,4,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Elspeth's Nightmare,2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Heartless Act,2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Duress,2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,"Klothys, God of Destiny",2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Ox of Agonas,2,Sideboard
52,oliver oguma,Jund Sacrifice,5/3/2000,Shackles of Treachery,1,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Giant Killer,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Plains,2,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Bonecrusher Giant,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Mountain,2,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Edgewall Innkeeper,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Lovestruck Beast,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Unleash Fury,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Fabled Passage,3,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Sejiri Shelter,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Kazuul's Fury,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Branchloft Pathway,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Cragcrown Pathway,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Needleverge Pathway,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Goldspan Dragon,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Showdown of the Skalds,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Forest,1,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Shepherd of the Flock,4,Main
53,Steven Jacobsen,Naya Adventures,5/3/2000,Archon of Absolution,4,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Ox of Agonas,2,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Phoenix of Ash,1,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Fire Prophecy,3,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Roiling Vortex,3,Sideboard
53,Steven Jacobsen,Naya Adventures,5/3/2000,Redcap Melee,2,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Alseid of Life's Bounty,3,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Faceless Haven,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Giant Killer,2,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Selfless Savior,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Sentinel's Eyes,2,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Speaker of the Heavens,3,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Luminarch Aspirant,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Seasoned Hallowblade,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Maul of the Skyclaves,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,"Reidane, God of the Worthy",3,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Skyclave Apparition,4,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,"Halvar, God of Battle",2,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Lurrus of the Dream-Den,2,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000, Snow-Covered Plains,18,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Emeria's Call,1,Main
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Fight as One,2,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Light of Hope,2,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Drannith Magistrate,4,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Glass Casket,2,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,"Reidane, God of the Worthy",1,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Giant Killer,2,Sideboard
54,Tim Schmeltz,Mono-White Aggro,5/3/2000,Righteousness,2,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,19,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Faceless Haven,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Castle Embereth,1,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Fireblade Charger,3,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Rimrock Knight,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Embercleave,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Frost Bite,4,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Goldspan Dragon,2,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Embereth Paladin,1,Main
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Ox of Agonas,3,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Scorching Dragonfire,2,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Shredded Sails,1,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,The Akroan War,2,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Opportunistic Dragon,2,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Cinderclasm,1,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Roiling Vortex,2,Sideboard
55,Mykhailo Yarysh,Mono-Red Aggro,5/3/2000,Soul Sear,2,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Disdainful Stroke,2,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Riverglide Pathway,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Essence Scatter,2,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Negate,2,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Brazen Borrower,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Saw It Coming,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Behold the Multiverse,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Shark Typhoon,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Frost Bite,3,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Volatile Fjord,3,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Bonecrusher Giant,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Goldspan Dragon,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Fabled Passage,4,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Faceless Haven,3,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Snow-Covered Island,7,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Snow-Covered Mountain,3,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Shatterskull Smashing,3,Main
56,Tyler Anderson,Izzet Tempo,5/3/2000,Mystical Dispute,3,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Storm's Wrath,2,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Phoenix of Ash,2,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Ox of Agonas,3,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Negate,2,Sideboard
56,Tyler Anderson,Izzet Tempo,5/3/2000,Scorching Dragonfire,3,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,Forest,8,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Lovestruck Beast,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Questing Beast,2,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Embercleave,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Edgewall Innkeeper,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Bonecrusher Giant,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,The Great Henge,1,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Mountain,5,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Brushfire Elemental,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Shatterskull Smashing,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Kazandu Mammoth,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Goldspan Dragon,4,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Scavenging Ooze,2,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Snakeskin Veil,2,Main
57,cesare cicolin,Gruul Adventures,5/3/2000,Ox of Agonas,2,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,Wilt,3,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,Scorching Dragonfire,4,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,Soul Sear,3,Sideboard
57,cesare cicolin,Gruul Adventures,5/3/2000,The Great Henge,1,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,Bonecrusher Giant,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Embercleave,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Edgewall Innkeeper,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Lovestruck Beast,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Questing Beast,3,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,The Akroan War,2,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Scavenging Ooze,2,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Shatterskull Smashing,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Kazandu Mammoth,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Brushfire Elemental,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Arni Brokenbrow,2,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Goldspan Dragon,3,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Forest,8,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Mountain,4,Main
58,Frederick Tan,Gruul Adventures,5/3/2000,Ox of Agonas,2,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,Fire Prophecy,2,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,"Vivien, Monsters' Advocate",2,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,Soul Sear,3,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,Roiling Vortex,2,Sideboard
58,Frederick Tan,Gruul Adventures,5/3/2000,Masked Vandal,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Embercleave,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Rimrock Knight,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,18,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Faceless Haven,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Goldspan Dragon,2,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Frost Bite,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Castle Embereth,2,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Fireblade Charger,4,Main
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Ox of Agonas,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Scorching Dragonfire,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,The Akroan War,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Soul Sear,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Shredded Sails,2,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Roiling Vortex,4,Sideboard
59,Drew Iafrate,Mono-Red Aggro,5/3/2000,Phoenix of Ash,1,Sideboard
60,xfile,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Arni Brokenbrow,2,Main
60,xfile,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Castle Embereth,2,Main
60,xfile,Mono-Red Aggro,5/3/2000,Embercleave,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Faceless Haven,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Fireblade Charger,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Frost Bite,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Rimrock Knight,4,Main
60,xfile,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
60,xfile,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,18,Main
60,xfile,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
60,xfile,Mono-Red Aggro,5/3/2000,Claim the Firstborn,4,Sideboard
60,xfile,Mono-Red Aggro,5/3/2000,Phoenix of Ash,3,Sideboard
60,xfile,Mono-Red Aggro,5/3/2000,Roiling Vortex,4,Sideboard
60,xfile,Mono-Red Aggro,5/3/2000,The Akroan War,4,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Bonecrusher Giant,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Brazen Borrower,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Snow-Covered Mountain,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Shark Typhoon,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Frost Bite,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Goldspan Dragon,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Riverglide Pathway,3,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Fabled Passage,3,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Saw It Coming,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Behold the Multiverse,2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Disdainful Stroke,2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Negate,2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Shatterskull Smashing,3,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Essence Scatter,2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Volatile Fjord,4,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Snow-Covered Island,7,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Faceless Haven,2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,"Teferi, Master of Time",2,Main
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Mystical Dispute,2,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Shredded Sails,2,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Disdainful Stroke,1,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Scorching Dragonfire,2,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Soul-Guide Lantern,1,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Glimpse of Freedom,1,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Ox of Agonas,3,Sideboard
61,Ivan Von Loh,Izzet Tempo,5/3/2000,Blazing Volley,3,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Questing Beast,2,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Scavenging Ooze,2,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Lovestruck Beast,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Brushfire Elemental,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Edgewall Innkeeper,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Goldspan Dragon,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Kazandu Mammoth,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Bonecrusher Giant,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,The Great Henge,1,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Embercleave,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Shatterskull Smashing,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Mountain,5,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Forest,8,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Fire Prophecy,2,Main
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,"Garruk, Unleashed",1,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Soul Sear,2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Ox of Agonas,2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Wilt,2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Fire Prophecy,2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,The Akroan War,2,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,Phoenix of Ash,1,Sideboard
62,Jhon Loor Andrade,Gruul Adventures,5/3/2000,The Great Henge,1,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Stonecoil Serpent,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Kiora Bests the Sea God,3,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Dream Trawler,3,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Temple of Abandon,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Emergent Ultimatum,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Genesis Ultimatum,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Raugrin Triome,1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,"Ugin, the Spirit Dragon",4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Tormod's Crypt,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Temple of Epiphany,1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Clearwater Pathway,3,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Cragcrown Pathway,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Needleverge Pathway,1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Riverglide Pathway,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Alrund's Epiphany,1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,"Valki, God of Lies",1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Tibalt's Trickery,4,Main
63,Arthur Carson,Four-color Combo,5/3/2000,"Esika, God of the Tree",2,Main
63,Arthur Carson,Four-color Combo,5/3/2000,"Vorinclex, Monstrous Raider",1,Main
63,Arthur Carson,Four-color Combo,5/3/2000,"Koma, Cosmos Serpent",2,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Blightstep Pathway,3,Main
63,Arthur Carson,Four-color Combo,5/3/2000,The World Tree,3,Main
63,Arthur Carson,Four-color Combo,5/3/2000,Cultivate,4,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Migration Path,1,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Snow-Covered Swamp,1,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Snow-Covered Island,2,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Annul,2,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Ilysian Caryatid,4,Sideboard
63,Arthur Carson,Four-color Combo,5/3/2000,Snow-Covered Plains,1,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Bonecrusher Giant,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Brushfire Elemental,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Edgewall Innkeeper,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Embercleave,3,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Scavenging Ooze,2,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Goldspan Dragon,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Kazandu Mammoth,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Lovestruck Beast,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Forest,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Questing Beast,3,Main
