Rank,Player,Deck,Record,Card,Count,Main/Side
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Disdainful Stroke,1,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Jwari Disruption,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Island,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Shark Typhoon,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Cultivate,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Ketria Triome,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Extinction Event,1,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Mazemind Tome,3,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,"Vorinclex, Monstrous Raider",1,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Cling to Dust,1,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,"Koma, Cosmos Serpent",1,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Negate,2,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Mystical Dispute,3,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Duress,3,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Erebos's Intervention,1,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Elder Gargaroth,2,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Glimpse of Freedom,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Forest,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Swamp,3,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Island,3,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Negate,2,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Cultivate,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Temple of Mystery,1,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Mystical Dispute,3,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Heartless Act,3,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Ketria Triome,1,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,2,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Jwari Disruption,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Shadows' Verdict,3,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Blightstep Pathway,1,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,"Vorinclex, Monstrous Raider",1,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",2,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Behold the Multiverse,4,Main
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Duress,3,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Negate,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Mystical Dispute,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Cling to Dust,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,"Polukranos, Unchained",2,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Heartless Act,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Eliminate,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Mazemind Tome,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Shadows' Verdict,1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,"Koma, Cosmos Serpent",1,Sideboard
92,Michael Stigall,Sultai Ultimatum,4/3/2000,Crippling Fear,1,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,"Kroxa, Titan of Death's Hunger",2,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Claim the Firstborn,3,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Bonecrusher Giant,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Village Rites,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Mire Triton,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Fabled Passage,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Blightstep Pathway,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Savai Triome,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Ox of Agonas,2,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Woe Strider,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Swamp,5,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,"Liliana, Waker of the Dead",2,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Shatterskull Smashing,4,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Heartless Act,3,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Mountain,3,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,"Rankle, Master of Pranks",3,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Castle Locthwain,2,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,The Akroan War,3,Main
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Soul Shatter,2,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Shredded Sails,2,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Duress,4,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,"Kroxa, Titan of Death's Hunger",1,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,The Akroan War,1,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,Robber of the Rich,4,Sideboard
93,Tina Morgan,Rakdos Sacrifice,4/3/2000,"Valki, God of Lies",1,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Agadeem's Awakening,3,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Bloodchief's Thirst,2,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Clearwater Pathway,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Didn't Say Please,1,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Drown in the Loch,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Essence Scatter,1,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Fabled Passage,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Heartless Act,2,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Into the Story,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Island,5,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Lullmage's Domination,1,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Merfolk Windrobber,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Of One Mind,3,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Ruin Crab,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Soaring Thought-Thief,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Swamp,3,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Temple of Deceit,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Thieves' Guild Enforcer,4,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Zagoth Triome,2,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Crippling Fear,1,Main
94,Diogo Travassos,Dimir Rogues,4/3/2000,Bloodchief's Thirst,2,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Dead Weight,2,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Lurrus of the Dream-Den,1,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Mystical Dispute,2,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Negate,3,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Skyclave Shade,3,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Crippling Fear,1,Sideboard
94,Diogo Travassos,Dimir Rogues,4/3/2000,Lullmage's Domination,1,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Edgewall Innkeeper,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Embereth Shieldbreaker,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Fire Prophecy,1,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Scavenging Ooze,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Brushfire Elemental,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Bonecrusher Giant,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Kazandu Mammoth,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Lovestruck Beast,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,The Akroan War,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Questing Beast,3,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,"Vivien, Monsters' Advocate",1,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Embercleave,3,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,The Great Henge,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Shatterskull Smashing,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Mountain,2,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Forest,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Riverglide Pathway,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Cragcrown Pathway,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Barkchannel Pathway,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Fabled Passage,4,Main
95,Steffen Stadler,Gruul Adventures,4/3/2000,Disdainful Stroke,3,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Fire Prophecy,3,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Wilt,2,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Soul Sear,2,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,The Akroan War,1,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Ox of Agonas,2,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,"Vivien, Monsters' Advocate",1,Sideboard
95,Steffen Stadler,Gruul Adventures,4/3/2000,Storm's Wrath,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Vivien, Monsters' Advocate",1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Fabled Passage,4,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Mountain,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Swamp,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Agonizing Remorse,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Terror of the Peaks,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Forest,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Blightstep Pathway,4,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Kroxa, Titan of Death's Hunger",1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Atris, Oracle of Half-Truths",2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Skyclave Shade,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Heartless Act,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Temple of Abandon,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Binding the Old Gods,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Burning-Rune Demon,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Esika's Chariot,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Zagoth Triome,4,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Ketria Triome,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Eliminate,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Bloodchief's Thirst,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,The Royal Scions,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Island,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Bonecrusher Giant,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Negate,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Disdainful Stroke,1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Valki, God of Lies",1,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Dead Weight,2,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Temple of Malice,3,Main
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Wilt,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Mystical Dispute,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Run Afoul,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Battle of Frost and Fire,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Skyclave Shade,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Klothys, God of Destiny",1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Binding the Old Gods,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Duress,2,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Disdainful Stroke,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Vivien, Monsters' Advocate",1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,"Kroxa, Titan of Death's Hunger",1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Burning-Rune Demon,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Bloodchief's Thirst,1,Sideboard
96,Naonari Hoshide,Four-color Midrange,4/3/2000,Dead Weight,1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,"Vorinclex, Monstrous Raider",1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Cultivate,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Shadows' Verdict,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Behold the Multiverse,3,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Heartless Act,3,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Jwari Disruption,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Mystical Dispute,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Negate,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Elspeth's Nightmare,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Forest,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Island,2,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Ketria Triome,1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Mountain,1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Swamp,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Temple of Mystery,1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Soul Shatter,1,Main
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Negate,1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Shadows' Verdict,2,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Soul Shatter,1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Cling to Dust,2,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Duress,3,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,"Koma, Cosmos Serpent",1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Erebos's Intervention,1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,"Toski, Bearer of Secrets",1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
97,Shoma Kanai,Sultai Ultimatum,4/3/2000,Extinction Event,2,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Heartless Act,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Cultivate,3,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Eliminate,1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Erebos's Intervention,1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Extinction Event,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Ketria Triome,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Forest,3,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Jwari Disruption,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Mazemind Tome,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Swamp,3,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Elspeth's Nightmare,3,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Omen of the Hunt,1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Shark Typhoon,1,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Shadows' Verdict,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Island,2,Main
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,"Polukranos, Unchained",1,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Glimpse of Freedom,2,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Negate,3,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Agonizing Remorse,3,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Eliminate,1,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,"Koma, Cosmos Serpent",2,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Shadows' Verdict,1,Sideboard
98,Alessandro Ventura,Sultai Ultimatum,4/3/2000,Elder Gargaroth,1,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Behold the Multiverse,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Bloodchief's Thirst,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,Clearwater Pathway,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Eliminate,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,Elspeth's Nightmare,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Essence Scatter,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,Extinction Event,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Fabled Passage,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Hagra Mauling,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Heartless Act,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Jwari Disruption,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Lochmere Serpent,1,Main
99,Joris Voorn,Dimir Control,4/3/2000,Mazemind Tome,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Midnight Clock,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,Negate,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,Neutralize,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Saw It Coming,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Sea Gate Restoration,1,Main
99,Joris Voorn,Dimir Control,4/3/2000,Shark Typhoon,4,Main
99,Joris Voorn,Dimir Control,4/3/2000,Blightstep Pathway,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Riverglide Pathway,3,Main
99,Joris Voorn,Dimir Control,4/3/2000,Temple of Deceit,2,Main
99,Joris Voorn,Dimir Control,4/3/2000,"Ugin, the Spirit Dragon",2,Main
99,Joris Voorn,Dimir Control,4/3/2000,"Valki, God of Lies",2,Main
99,Joris Voorn,Dimir Control,4/3/2000,"Yorion, Sky Nomad",1,Main
99,Joris Voorn,Dimir Control,4/3/2000,Swamp,5,Main
99,Joris Voorn,Dimir Control,4/3/2000,Island,6,Main
99,Joris Voorn,Dimir Control,4/3/2000,Cling to Dust,2,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Disdainful Stroke,2,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Duress,3,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Mystical Dispute,3,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Shadows' Verdict,2,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,Crippling Fear,2,Sideboard
99,Joris Voorn,Dimir Control,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
100,Jimmyto Lara,Temur Adventures,4/3/2000,Forest,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Mountain,1,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Embereth Shieldbreaker,2,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Lovestruck Beast,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Questing Beast,2,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Embercleave,3,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Edgewall Innkeeper,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Bonecrusher Giant,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Fabled Passage,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Fire Prophecy,2,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Cragcrown Pathway,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Riverglide Pathway,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Brushfire Elemental,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Tangled Florahedron,2,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Shatterskull Smashing,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Kazandu Mammoth,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Barkchannel Pathway,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Goldspan Dragon,4,Main
100,Jimmyto Lara,Temur Adventures,4/3/2000,Island,1,Sideboard
100,Jimmyto Lara,Temur Adventures,4/3/2000,Disdainful Stroke,3,Sideboard
100,Jimmyto Lara,Temur Adventures,4/3/2000,The Akroan War,2,Sideboard
100,Jimmyto Lara,Temur Adventures,4/3/2000,Ox of Agonas,2,Sideboard
